"OBJECTID","Parent_ID","Zone_ID","Jurisdiction_ID","Name","Nom","GIS_Size_Ha","SIG_Superficie_Ha","SurveySize_Ha","ArpentageSuperficie_Ha","GazetteSize_Ha","GazetteSuperficie_Ha","GIS_ZoneSize_Ha","SIG_ZoneSuperficie_Ha","ProvinceTerritory","ProvinceTerritoire","LegalStatus","StatutLegal","Legislation_En","Legislation_Fr","ProtectionType","TypeProtection","IUCN_Category","Categorie_UICN","Biome_En","Biome_Fr","ProtectionDate","GazetteDate","ARMS_ID","DFRP_ID","PA_Comments","AP_Commentaires","Shape_STArea__","Shape_STLength__","Shape_STArea_1","Shape_STLength_1","Shape_STArea_12","Shape_STLength_12","Shape_Length","Shape_Area"
"119","730005200","730005200","5200","Îles de Contrecoeur National Wildlife Area","Réserve nationale de faune des Îles-de-Contrecoeur","302.2","302.2","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lll","lll","Terrestrial","Terrestre","19810101000000","","","","N/A","N/A","2985624.66121674","30900.41071658","0.00034583","0.33913845","0.000345832722587147","0.339138453364649","0.339138453364649","0.000345832720362514"
"120","730005300","730005300","5300","Estuary Islands National Wildlife Area","Réserve nationale de faune des Îles-de-l'Estuaire","401.57","401.57","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19860101000000","","","","N/A","N/A","4012746.40743351","41964.5755844","0.00048553","0.44580305","0.000485538944531072","0.445803054606003","0.445803054606003","0.000485538943860182"
"121","730005500","730005500","5500","Îles de la Paix National Wildlife Area","Réserve nationale de faune des Îles-de-la-Paix","129.29","129.29","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19770101000000","","","","N/A","N/A","1296786.07208633","28061.81658573","0.00014844","0.30967771","0.000148447660876627","0.309677713421196","0.309677713421196","0.000148447660363284"
"122","730002400","730002410","2400","Cap Tourmente National Wildlife Area","Réserve nationale de faune du Cap-Tourmente","2308.17","2308.17","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","23015399.3941536","62265.9661832","0.00273691","0.70675453","0.00273691711254287","0.706754539871856","0.706754539871855","0.00273691711073215"
"123","730006400","730006400","6400","Lake Saint-François National Wildlife Area","Réserve nationale de faune du Lac-Saint-François","1314.64","1314.64","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","13225898.440155","47036.17500836","0.00150364","0.51633877","0.00150364726118823","0.516338772504436","0.516338772504436","0.00150364726328059"
"124","730000500","730000500","500","Baie de L’Isle-Verte National Wildlife Area","Réserve nationale de faune de la Baie-de-L'Isle-Verte","321.85","321.85","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","898306.3923912","10447.299642","0.00010905","0.11746271","0.0001090532082344","0.117462716664541","0.117462716664541","0.000109053206121276"
"125","730000500","730000500","500","Baie de L’Isle-Verte National Wildlife Area","Réserve nationale de faune de la Baie-de-L'Isle-Verte","321.85","321.85","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","878951.42800331","6086.24416075","0.00010672","0.07127944","0.000106721059182746","0.0712794495874868","0.0712794495874868","0.000106721057186042"
"126","730000500","730000500","500","Baie de L’Isle-Verte National Wildlife Area","Réserve nationale de faune de la Baie-de-L'Isle-Verte","321.85","321.85","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","44047.66778755","1618.39535368","5.34e-006","0.01896361","5.34816626895918e-006","0.0189636141604679","0.0189636141604679","5.34816653403463e-006"
"127","730000500","730000500","500","Baie de L’Isle-Verte National Wildlife Area","Réserve nationale de faune de la Baie-de-L'Isle-Verte","321.85","321.85","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","166913.81914711","3863.32470264","2.026e-005","0.04492452","2.02665651158895e-005","0.0449245249906009","0.0449245249906009","2.02665642194776e-005"
"128","730000500","730000500","500","Baie de L’Isle-Verte National Wildlife Area","Réserve nationale de faune de la Baie-de-L'Isle-Verte","321.85","321.85","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","77366.47644424","1557.52943635","9.39e-006","0.01884159","9.39330516303016e-006","0.0188415964925837","0.0188415964925837","9.3933055197278e-006"
"129","730000500","730000500","500","Baie de L’Isle-Verte National Wildlife Area","Réserve nationale de faune de la Baie-de-L'Isle-Verte","321.85","321.85","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lV","lV","Terrestrial","Terrestre","19800101000000","","","","N/A","N/A","183647.56919097","2982.20917584","2.23e-005","0.03409612","2.23053248191718e-005","0.0340961218378525","0.0340961218378525","2.23053244076894e-005"
"130","730008700","730008700","8700","Pointe-au-Père National Wildlife Area","Réserve nationale de faune de Pointe-au-Père","21.71","21.71","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","lll","lll","Terrestrial","Terrestre","19860101000000","","","","N/A","N/A","33313.19316375","1507.64921351","4.08e-006","0.01734657","4.08955406783207e-006","0.0173465709413092","0.0173465709413092","4.08955282828798e-006"
"131","730008800","730008800","8800","Pointe de l’Est National Wildlife Area","Réserve nationale de faune de la Pointe-de-l'Est","724.07","724.07","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","","","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","329989.51525878","3455.86008198","3.968e-005","0.03950158","3.96847442516446e-005","0.0395015849537892","0.0395015849537892","3.96847441909512e-005"
"132","730008800","730008800","8800","Pointe de l’Est National Wildlife Area","Réserve nationale de faune de la Pointe-de-l'Est","724.07","724.07","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","","","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","102905.31663513","2347.39330469","1.238e-005","0.02617014","1.23836339298578e-005","0.0261701469559555","0.0261701469559555","1.23836358846232e-005"
"133","730008800","730008800","8800","Pointe de l’Est National Wildlife Area","Réserve nationale de faune de la Pointe-de-l'Est","724.07","724.07","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","","","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","101076.59028625","1876.18131149","1.216e-005","0.02114682","1.21630268949957e-005","0.0211468225379413","0.0211468225379413","1.2163026714891e-005"
"134","730008800","730008800","8800","Pointe de l’Est National Wildlife Area","Réserve nationale de faune de la Pointe-de-l'Est","724.07","724.07","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","","","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","282509.96701049","3314.09971606","3.4e-005","0.03533139","3.40018318638613e-005","0.0353313963848179","0.0353313963848179","3.40018323820983e-005"
"135","730008800","730008800","8800","Pointe de l’Est National Wildlife Area","Réserve nationale de faune de la Pointe-de-l'Est","724.07","724.07","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","","","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","978105.60366821","7529.67023102","0.00011774","0.09149832","0.000117742238671781","0.0914983291828632","0.0914983291828631","0.000117742237884548"
"136","730008800","730008800","8800","Pointe de l’Est National Wildlife Area","Réserve nationale de faune de la Pointe-de-l'Est","724.07","724.07","0","0","0","0","0","0","Quebec","Québec","Gazetted","Gazette","","","National Wildlife Area","","","","Terrestrial","Terrestre","19780101000000","","","","N/A","N/A","47235.55108642","1252.76629666","5.68e-006","0.01543913","5.68677046430821e-006","0.0154391398228821","0.0154391398228821","5.68677213424707e-006"
"137","730000800","730000800","800","Banks Island Migratory Bird Sanctuary No. 2 (T)","île Banks, Refuge d’oiseaux migrateurs no 2 de l’ (T)","10974.12","10974.12","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19610101000000","","","","N/A","N/A","109741159.124023","219355.85517196","0.03185307","4.57396146","0.0318530770009602","4.57396146262981","4.5739614626298","0.0318530770131401"
"138","730009700","730009700","9700","Prince Leopold Island Migratory Bird Sanctuary (T)","île Prince-Léopold, Refuge d’oiseaux migrateurs de l' (T)","6375.97","6375.97","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19920101000000","","","","N/A","N/A","63759679.7421875","33680.74187443","0.01859839","0.79774141","0.0185983967539869","0.797741412075661","0.797741412075661","0.0185983967588586"
"139","730000400","730000400","400","Anderson River Delta Migratory Bird Sanctuary (T)","rivière Anderson, Refuge d’oiseaux migrateurs de la (T)","102338.64","102338.64","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19610101000000","","","","N/A","N/A","1023245390.92871","212665.75981664","0.23580304","3.708742","0.235803042555744","3.708742004615","3.708742004615","0.235803042552704"
"140","730006000","730006000","6000","Kendall Island Migratory Bird Sanctuary (T)","île Kendall, Refuge d’oiseaux migrateurs de l' (T)","47894.59","47894.59","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19610101000000","","","","N/A","N/A","478946089.326172","279359.14321179","0.10906295","4.90209598","0.109062950929911","4.90209598094268","4.90209598094267","0.109062950943958"
"141","730000800","730000810","800","Banks Island Migratory Bird Sanctuary No. 2 (M)","île Banks, Refuge d’oiseaux migrateurs no 2 de l’ (M)","3327.48","3327.48","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19610101000000","","","","N/A","N/A","33274981.7792969","35004.22449508","0.00980213","0.8154949","0.00980213939510577","0.81549490853408","0.815494908534079","0.00980213939395571"
"142","730009700","730009710","9700","Prince Leopold Island Migratory Bird Sanctuary (M)","île Prince-Léopold, Refuge d’oiseaux migrateurs de l' (M)","24022.82","24022.82","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19920101000000","","","","N/A","N/A","240228159.572266","96979.65558551","0.07006629","2.25795448","0.0700662950416699","2.25795448574431","2.25795448574431","0.070066295037632"
"143","730000400","730000410","400","Anderson River Delta Migratory Bird Sanctuary (M)","rivière Anderson, Refuge d’oiseaux migrateurs de la (M)","16078.03","16078.03","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19610101000000","","","","N/A","N/A","160778699.391113","76040.70599606","0.03733465","1.33006281","0.0373346507385577","1.33006281206486","1.33006281206486","0.037334650739299"
"144","730006000","730006010","6000","Kendall Island Migratory Bird Sanctuary (M)","île Kendall, Refuge d’oiseaux migrateurs de l' (M)","13346.29","13346.29","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19610101000000","","","","N/A","N/A","133467109.700195","264924.44974931","0.03048689","4.80577323","0.030486890690554","4.80577323192518","4.80577323192518","0.0304868906815024"
"145","730009900","730009900","9900","Queen Maud Gulf Migratory Bird Sanctuary (T)","golfe Reine-Maud, Refuge d’oiseaux migrateurs du (T)","5637483.91","5637483.91","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19610101000000","","","","N/A","N/A","56374824329.9604","6866351.4854082","11.66848118","111.33749781","11.6684811832142","111.337497815225","111.337497815225","11.6684811832718"
"146","730003500","730003500","3500","Dewey Soper Migratory Bird Sanctuary (T)","Dewey Soper, Refuge d’oiseaux migrateurs de (T)","657387.59","657387.59","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19570101000000","","","","N/A","N/A","6573882946.74707","538408.27426436","1.30328346","7.83412477","1.30328346146507","7.8341247706352","7.83412477063519","1.30328346147003"
"147","730002200","730002200","2200","Bylot Island Migratory Bird Sanctuary (T)","île Bylot, Refuge d’oiseaux migrateurs de l' (T)","1106215.33","1106215.33","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","","ll","Terrestrial","Terrestre","19650101000000","","","","N/A","N/A","11062153288.7393","824679.63734999","3.07946902","19.04047746","3.07946902663934","19.0404774674666","19.0404774674666","3.07946902666288"
"148","730011700","730011700","11700","Seymour Island Migratory Bird Sanctuary (T)","île Seymour, Refuge d’oiseaux migrateurs de l' (T)","171.87","171.87","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19750101000000","","","","N/A","N/A","1718667.14746094","6650.96666834","0.00060417","0.18397687","0.000604173859755974","0.183976877454108","0.183976877454108","0.000604173861406527"
"149","730008900","730008900","8900","Polar Bear Pass National Wildlife Area (T)","Polar Bear Pass, Réserve nationale de faune de (T)","242165.46","242165.46","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","la","la","Terrestrial","Terrestre","19850101000000","","","","N/A","N/A","2422047259.39941","529664.66149505","0.78351428","15.06013562","0.783514280530653","15.0601356234779","15.0601356234778","0.783514280518991"
"150","730000700","730000700","700","Banks Island Migratory Bird Sanctuary No. 1 (T)","île Banks, Refuge d’oiseaux migrateurs no 1 de l’ (T)","1937361.25","1937361.25","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19610101000000","","","","N/A","N/A","19373616344.9302","984047.2039699","5.20969734","19.79015101","5.20969734857226","19.7901510111375","19.7901510111375","5.20969734856781"
"151","730008200","730008200","8200","Nirjutiqavvik National Wildlife Area (M)","Nirjutiqavvik, Réserve nationale de faune de (M)","144236.2","144236.2","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","lb","lb","Marine","Marin","19950101000000","","","","N/A","N/A","1442361973.38867","306761.17502276","0.47655938","7.25006713","0.476559389987415","7.25006713362397","7.25006713362397","0.476559389971904"
"152","730004600","730004600","4600","Harry Gibbons Migratory Bird Sanctuary (T)","Harry Gibbons, Refuge d’oiseaux migrateurs (T)","124722.64","124722.64","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19590101000000","","","","N/A","N/A","1247233718.78711","213506.89176007","0.22699348","2.93651858","0.226993488800872","2.93651858844012","2.93651858844011","0.226993488786639"
"153","730007000","730007000","7000","McConnell River Migratory Bird Sanctuary (T)","rivière McConnell, Refuge d’oiseaux migrateurs de la (T)","23588.89","23588.89","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19600101000000","","","","N/A","N/A","235888395.524414","118760.29539113","0.03889541","1.61105419","0.0388954112509055","1.61105419978629","1.61105419978629","0.038895411244805"
"154","730000100","730000100","100","Akimiski Island Migratory Bird Sanctuary (T)","île Akimiski, Refuge d’oiseaux migrateurs de l' (T)","206188.55","206188.55","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19410101000000","","","","N/A","N/A","2061885512.9043","259265.78846218","0.27569423","3.04213911","0.275694232643218","3.04213911226565","3.04213911226565","0.275694232637557"
"155","730002600","730002600","2600","Cape Parry Migratory Bird Sanctuary (T)","cap Parry, Refuge d’oiseaux migrateurs du (T)","94.72","94.72","","","","","","","Northwest Territories","Territoires Du Nord-Ouest","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","la","la","Terrestrial","Terrestre","19610101000000","","","","N/A","N/A","947244.47265625","8598.09111397","0.00022441","0.17382897","0.000224411250201229","0.173828977282393","0.173828977282393","0.000224411252007403"
"156","730003700","730003700","3700","East Bay Migratory Bird Sanctuary (T)","baie Est, Refuge d’oiseaux migrateurs de la (T)","84148.39","84148.39","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Terrestrial","Terrestre","19590101000000","","","","N/A","N/A","841630222.085938","240897.1962189","0.15476461","4.05951733","0.154764614536361","4.05951733955133","4.05951733955133","0.154764614544774"
"157","730014500","730014500","14500","Ninginganiq National Wildlife Area (T)","Ninginganiq, Réserve nationale de faune (T)","52967.04","52967.04","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","lb","lb","Terrestrial","Terrestre","20100101000000","","","","Imported from PYR NULP CD","Imported from PYR NULP CD","529681867.321289","537166.86564624","0.12212158","11.13155473","0.122121587214224","11.1315547362287","11.1315547362287","0.122121587215686"
"158","730014600","730014600","14600","Qaqulluit National Wildlife Area (T)","Qaqulluit, Réserve nationale de faune (T)","205.09","205.09","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","lb","lb","Terrestrial","Terrestre","20100101000000","","","","Imported from PYR NULP CD","Imported from PYR NULP CD","2050897.390625","9250.41760812","0.00042548","0.17733519","0.000425483216076827","0.177335191232568","0.177335191232568","0.000425483215687445"
"159","730014400","730014400","14400","Akpait National Wildlife Area (T)","Akpait, Réserve nationale de faune (T)","4832.3","4832.3","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","lb","lb","Terrestrial","Terrestre","20100101000000","","","","Imported from PYR NULP CD","Imported from PYR NULP CD","48322742.3417969","58722.47251676","0.00988969","0.99440782","0.00988969197624101","0.994407828023172","0.994407828023173","0.00988969197304385"
"160","730014400","730014410","14400","Akpait National Wildlife Area (M)","Akpait, Réserve nationale de faune (M)","74313.42","74313.42","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","lb","lb","Marine","Marin","20100101000000","","","","Imported from PYR NULP CD","Imported from PYR NULP CD","743129616.994141","132917.17389528","0.15260372","2.06890223","0.15260372932039","2.06890223195316","2.06890223195316","0.152603729323941"
"161","730014500","730014510","14500","Ninginganiq National Wildlife Area (M)","Ninginganiq, Réserve nationale de faune (M)","283429.72","283429.72","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","lb","lb","Marine","Marin","20100101000000","","","","Imported from PYR NULP CD","Imported from PYR NULP CD","2833836241.81055","481050.84786303","0.65100722","9.36349524","0.651007229871084","9.36349524343932","9.3634952434393","0.651007229870397"
"162","730000100","730000110","100","Akimiski Island Migratory Bird Sanctuary (M)","île Akimiski, Refuge d’oiseaux migrateurs de l' (M)","147232.17","147232.17","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19410101000000","","","","N/A","N/A","1472321684.271","424744.21327788","0.19671896","5.20841894","0.196718960022736","5.20841894328478","5.20841894328483","0.196718960028297"
"163","730004600","730004610","4600","Harry Gibbons Migratory Bird Sanctuary (M)","Harry Gibbons, Refuge d’oiseaux migrateurs (M)","19088.5","19088.5","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19590101000000","","","","N/A","N/A","190884996.629883","149681.6662758","0.03456275","2.22176095","0.034562756408377","2.2217609509951","2.22176095099509","0.0345627564273458"
"164","730003700","730003710","3700","East Bay Migratory Bird Sanctuary (M)","baie Est, Refuge d’oiseaux migrateurs de la (M)","28663.07","28663.07","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19590101000000","","","","N/A","N/A","286629596.93457","125542.04864299","0.05262607","2.08805805","0.0526260717774676","2.08805805496155","2.08805805496155","0.0526260717692793"
"165","730011700","730011710","11700","Seymour Island Migratory Bird Sanctuary (M)","île Seymour, Refuge d’oiseaux migrateurs de l' (M)","5130.22","5130.22","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","la","la","Marine","Marin","19750101000000","","","","N/A","N/A","51302175.9892578","32688.89492415","0.01803305","0.85424934","0.0180330517837319","0.854249340432015","0.854249340432015","0.0180330517817833"
"166","730003500","730003510","3500","Dewey Soper Migratory Bird Sanctuary (M)","Dewey Soper, Refuge d’oiseaux migrateurs de (M)","159211.48","159211.48","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Migratory Bird Convention Act","","Migratory Bird Sanctuary","","lb","lb","Marine","Marin","19570101000000","","","","N/A","N/A","1592114327.62891","558333.18984178","0.31631376","9.00878273","0.316313767640622","9.00878273149515","9.00878273149513","0.316313767647025"
"167","730008200","730008210","8200","Nirjutiqavvik National Wildlife Area (T)","Nirjutiqavvik, Réserve nationale de faune de (T)","34092.12","34092.12","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","lb","lb","Terrestrial","Terrestre","19950101000000","","","","N/A","N/A","340921180.490234","141677.20651492","0.11272033","3.34763656","0.112720335509948","3.34763656303978","3.34763656303978","0.112720335506805"
"168","730008900","730008910","8900","Polar Bear Pass National Wildlife Area (M)","Polar Bear Pass, Réserve nationale de faune de (M)","21482.59","21482.59","","","","","","","Nunavut","Nunavut","Gazetted","Gazette","Canada Wildlife Act 1994","","National Wildlife Area","","la","la","Marine","Marin","19850101000000","","","","N/A","N/A","214682544.363281","496280.72128875","0.07021305","12.69453877","0.0702130515601311","12.6945387786511","12.6945387786512","0.0702130515702704"
